ID,Nombre,Descripción,URL,Categorias,Creado,# Visitas,Temas,Area o Dependencia,Nombre de la Entidad,Departamento,Municipio,Orden,Sector,Idioma,Cobertura Geográfica,Frecuencia de Actualización,Categoría,Descargas,Filas,Columnas
57,Activos de información,"Los Activos de Información es toda aquella información que ha sido clasificada de carácter público, por tanto tiene un valor para la Entidad y es la base principal para la gestión de los riesgos de seguridad de la información que a su vez  permite determinar los niveles de protección requeridos en la institución.",https://www.datos.gov.co/dataset/Activos-de-información/qsr7-4u3m,Enlace externo,April 6 2019,4,salud y protección social/servicios de salud/sal,,,,,,,,,,,,,
58,Indice de información clasificada y reservada,"El Índice de información clasificada y reservada es el inventario de la información pública generada, obtenida, adquirida o controlada por la entidad, que ha sido calificada como clasificada o reservada.",https://www.datos.gov.co/dataset/Indice-de-información-clasificada-y-reservada/ee2s-hdck,Enlace externo,April 6 2019,1,salud/salud y protección social/servicios de sal,,,,,,,,,,,,,
59,INVENTARIO ATRACTIVOS TURÍSTICO MUNICIPIO BELTRÁN,Aquí se encuentran los sitios turísticos que se pueden visitar en el municipio de Beltrán.,https://www.datos.gov.co/Comercio-Industria-y-Turismo/INVENTARIO-ATRACTIVOS-TURÍSTICO-MUNICIPIO-BELTRÁN/cpvv-nqui,Conjunto de Datos,April 5 2019,0,sitios/lugares/turis,SECRETARIA DE DESARROLLO SOCIAL Y ECONÓMICO,Alcaldía Municipal de Beltrán,Cundinamarca,Beltrán,Territorial,"Comercio, Industria y Turismo",Español,Municipal,Anual,"Comercio, Industria y Turismo",0,8,3
60,Estados Financieros de Entidades Solidarias a FEBRERO 2019,Sin descripción reportada en el sitio,https://www.datos.gov.co/Hacienda-y-Crédito-Público/Estados-Financieros-de-Entidades-Solidarias-a-FEBR/e72d-ximy,Conjunto de Datos,April 5 2019,0,,Oficina Asesora de Planeación y Sistemas,Superintendencia de la Economía Solidaria,Bogotá D.C.,Bogotá D.C.,Nacional,Hacienda y Crédito Público,Español,Nacional,Mensual,Hacienda y Crédito Público,1,214K,5
61,Estados Financieros de Entidades Solidarias a  ENERO 2019,Sin descripción reportada en el sitio,https://www.datos.gov.co/Hacienda-y-Crédito-Público/Estados-Financieros-de-Entidades-Solidarias-a-ENER/rqrq-eeen,Conjunto de Datos,April 5 2019,0,,Oficina Asesora de Planeación y Sistemas,Superintendencia de la Economía Solidaria,Bogotá D.C.,Bogotá D.C.,Nacional,Hacienda y Crédito Público,Español,Nacional,Mensual,Hacienda y Crédito Público,0,216K,5
62,Listado Entidades del Sector Solidario FEBRERO  2019,Sin descripción reportada en el sitio,https://www.datos.gov.co/Hacienda-y-Crédito-Público/Listado-Entidades-del-Sector-Solidario-FEBRERO-201/pt95-m73n,Conjunto de Datos,April 5 2019,0,,Oficina Asesora de Planeación y Sistemas,Superintendencia de la Economía Solidaria,Bogotá D.C.,Bogotá D.C.,Nacional,Hacienda y Crédito Público,Español,Nacional,Mensual,Hacienda y Crédito Público,1,335,15
63,Cantidad de Equinos Caballar Inventariados en el Sistema SIGMA,Cantidad de Equinos Caballar Inventariados en el Sistema SIGMA,https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Cantidad-de-Equinos-Caballar-Inventariados-en-el-S/fqku-sw6a,Conjunto de Datos,April 5 2019,0,equinos,Alcaldia Municipal Armero Guayabal,Alcaldía Municipal de Armero Guayabal,Tolima,Armero,Territorial,Agricultura y Desarrollo Rural,Español,Municipal,Semestral,Agricultura y Desarrollo Rural,1,6,3
64,Rendición de cuentas,"Pasto Salud E.S.E. ha formulado la Estrategia y Plan de Rendición de Cuentas, cuyo objetivo es:",https://www.datos.gov.co/Salud-y-Protección-Social/Rendición-de-cuentas/i4md-fskt,Enlace externo,April 5 2019,0,participación ciudadana/rendicion de cuentas/transparenc,,,,,,,,,,,,,
65,DECRETO VIGENCIA ACUMULADO MARZO 2019,Información histórica detallada de la ejecución presupuestal mensual acumulada.,https://www.datos.gov.co/Función-pública/DECRETO-VIGENCIA-ACUMULADO-MARZO-2019/txyq-kqth,Conjunto de Datos,April 5 2019,0,camara/cámara de representantes/camara de representantes/representantes/cá,Planeación y Sistemas,Cámara de Representantes,Bogotá D.C.,Bogotá D.C.,Nacional,Función Pública,Español,Nacional,Mensual,Función Pública,0,Sin dato recolectado,Sin dato recolectado
66,Listado Entidades del Sector Solidario ENERO 2019,Sin descripción reportada en el sitio,https://www.datos.gov.co/Hacienda-y-Crédito-Público/Listado-Entidades-del-Sector-Solidario-ENERO-2019/ww2r-krza,Conjunto de Datos,April 5 2019,0,,Oficina Asesora de Planeación y Sistemas,Superintendencia de la Economía Solidaria,Bogotá D.C.,Bogotá D.C.,Nacional,Hacienda y Crédito Público,Español,Nacional,Mensual,Hacienda y Crédito Público,3,336,15
67,Universo de entidades,"Información básica de las entidades de la rama ejecutiva del orden nacional y territorial en relación con su naturaleza jurídica, clasificación orgánica, sector administrativo, tipo de vinculación, nivel, orden, suborden, entre otros.",https://www.datos.gov.co/Función-pública/Universo-de-entidades/h7zv-k39x,Conjunto de Datos,April 5 2019,0,nivel/nombre entidad/tipo de vinculación/naturaleza jurídica/o,Dirección de Desarrollo Organizacional,Departamento Administrativo de la Función Pública,Bogotá D.C.,Bogotá D.C.,Nacional,Función Pública,Español,Nacional,Anual,Función Pública,6,6.658,20
68,Premios Loteria del Quindio 2019,Listado Sorteos y Premios de enero del 2019 al Marzo del 2019,https://www.datos.gov.co/dataset/Premios-Loteria-del-Quindio-2019/kdc8-wb6t,Conjunto de Datos,April 5 2019,0,,Loteria del Quindio,Lotería del Quindío,Quindío,Armenia,Nacional,"Comercio, Industria y Turismo",Español,Nacional,Semanal,Este conjunto de datos no se ha categorizado,0,Sin dato recolectado,Sin dato recolectado
69,Oficinas URT,{{default.description}},https://www.datos.gov.co/dataset/Oficinas-URT/pk8b-3fkj,Enlace externo,April 5 2019,0,urt/uaegrtd/oficinas/unidad administrativa especial de gestión de restitución de tierras despojadas; uae,,,,,,,,,,,,,
70,Open Data Intervencion Territorios Afro,La producción de la capa de Solicitudes está a cargo de la Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas - UAEGRTD con base en la información geográfica facilitada por el Instituto Geográfico Agustín Codazzi - IGAC con vigencia del Propósito: Ubicar geográficamente las solicitudes recibidas mediante un polígono producto del proceso de localización espacial. El polígono se encuentra en estado Final o Definitivo y el estado del trámite se encuentra en sentencia.|categoria:Agricultura y Desarrollo Rural|cobertura:Nacional,https://www.datos.gov.co/dataset/Open-Data-Intervencion-Territorios-Afro/7nty-h3ge,Enlace externo,April 5 2019,1,urt/macrofocalización/microfocalización/open data/restitución de tie,,,,,,,,,,,,,
71,Open Data Microzonas,La producción de la capa de Solicitudes está a cargo de la Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas - UAEGRTD con base en la información geográfica facilitada por el Instituto Geográfico Agustín Codazzi - IGAC con vigencia del Propósito: Ubicar geográficamente las solicitudes recibidas mediante un polígono producto del proceso de localización espacial. El polígono se encuentra en estado Final o Definitivo y el estado del trámite se encuentra en sentencia.|categoria:Agricultura y Desarrollo Rural|cobertura:Nacional,https://www.datos.gov.co/dataset/Open-Data-Microzonas/7q2n-tjt2,Enlace externo,April 5 2019,6,uaegrtd/urt/macrofocalización/microfocalización/open ,,,,,,,,,,,,,
72,Open Data Intervencion Territorios Afro,La producción de la capa de Solicitudes está a cargo de la Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas - UAEGRTD con base en la información geográfica facilitada por el Instituto Geográfico Agustín Codazzi - IGAC con vigencia del Propósito: Ubicar geográficamente las solicitudes recibidas mediante un polígono producto del proceso de localización espacial. El polígono se encuentra en estado Final o Definitivo y el estado del trámite se encuentra en sentencia.|categoria:Agricultura y Desarrollo Rural|cobertura:Nacional,https://www.datos.gov.co/dataset/Open-Data-Intervencion-Territorios-Afro/7nty-h3ge,Enlace externo,April 5 2019,1,urt/macrofocalización/microfocalización/open data/restitución de tie,,,,,,,,,,,,,
73,Open Data Solicitudes Sentencia,La producción de la capa de Solicitudes está a cargo de la Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas - UAEGRTD con base en la información geográfica facilitada por el Instituto Geográfico Agustín Codazzi - IGAC con vigencia del Propósito: Ubicar geográficamente las solicitudes recibidas mediante un polígono producto del proceso de localización espacial. El polígono se encuentra en estado Final o Definitivo y el estado del trámite se encuentra en sentencia.|categoria:Agricultura y Desarrollo Rural|cobertura:Nacional,https://www.datos.gov.co/dataset/Open-Data-Solicitudes-Sentencia/t42y-ep42,Enlace externo,April 5 2019,1,uaegrtd/microfocalización/macrofocalización/restitución de tierras,,,,,,,,,,,,,
74,Contratación Mes de Marzo de 2019 - Contraloría Municipal de Itagüí,"Contratación suscrita en el mes de marzo de 2019, reportada por los sujetos de control de la Contraloría Municipal de Itagüí de conformidad con la Resolución de Rendición de Cuentas.",https://www.datos.gov.co/Organismos-de-Control/Contratación-Mes-de-Marzo-de-2019-Contraloría-Muni/bbx2-acyp,Conjunto de Datos,April 5 2019,0,,Contraloría Municipal de Itagüí,Contraloría Municipal de Itagüí,Antioquia,Itagui,Territorial,Organismos de control y vigilancia,Español,Municipal,No aplica,Organismos de Control,0,122,43
75,Relacion de Eventos de Interes en Salud Publica,,https://www.datos.gov.co/Salud-y-Protección-Social/Relacion-de-Eventos-de-Interes-en-Salud-Publica/czs9-jzr8,Gráfico,April 5 2019,0,,,,,,,,,,,,,,
76,Relación de eventos de Interes en Salud Pública,,https://www.datos.gov.co/Salud-y-Protección-Social/Relación-de-eventos-de-Interes-en-Salud-Pública/wyzy-222t,Conjunto de Datos,April 5 2019,0,salud publica,Dirección Local de Salud Municipio de Armero Guayabal,Alcaldía Municipal de Armero Guayabal,Tolima,Armero,Territorial,Salud y Protección Social,Español,Municipal,Mensual,Salud y Protección Social,0,10,5
77,MODELO MODELO,DKMEOEODKPE,https://www.datos.gov.co/Cultura/MODELO-MODELO/dcpg-s4e3,Enlace externo,April 5 2019,0,cultura culruea,,,,,,,,,,,,,
78,Seguimiento Plan de Desarrollo IV Trismestre 2018,Seguimiento Plan de Desarrollo IV Trismestre 2018,https://www.datos.gov.co/Estadísticas-Nacionales/Seguimiento-Plan-de-Desarrollo-IV-Trismestre-2018/rtia-c2vp,Conjunto de Datos,April 5 2019,0,,Secretaría de Educación,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Planeación,Español,Municipal,Trimestral,Estadísticas Nacionales,1,Sin dato recolectado,Sin dato recolectado
79,Reporte Plan de Desarrollo Indicativo 2019,Reporte Plan de Desarrollo Indicativo 2019,https://www.datos.gov.co/Estadísticas-Nacionales/Reporte-Plan-de-Desarrollo-Indicativo-2019/635d-kaaz,Conjunto de Datos,April 5 2019,0,avance/desarrollo/neiva/p,Secretaría de Planeación,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Trimestral,Estadísticas Nacionales,0,450,193
80,Indicadores de Prospectiva Neiva,Indicadores de Prospectiva Neiva,https://www.datos.gov.co/Estadísticas-Nacionales/Indicadores-de-Prospectiva-Neiva/bdje-6yr2,Conjunto de Datos,April 5 2019,0,neiva/indicadores/prospecti,Secretaría de Planeación,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Estadísticas Nacionales,0,1.311,10
81,Registro de Vehiculos Públicos Neiva Huila,Registro de Vehiculos Públicos Neiva Huila,https://www.datos.gov.co/Transporte/Registro-de-Vehiculos-Públicos-Neiva-Huila/5be4-eyvd,Conjunto de Datos,April 5 2019,0,público/trasnportes/nei,Secretaría de Movilidad,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Transporte,0,7.961,12
82,Registro de Licencias Neiva Huila,Registro de Licencias Neiva Huila,https://www.datos.gov.co/Transporte/Registro-de-Licencias-Neiva-Huila/n53m-wn9k,Conjunto de Datos,April 5 2019,0,transporte/neiva/licenci,Secretaría de Movilidad,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Transporte,0,Sin dato recolectado,Sin dato recolectado
83,Empresas de Transporte Neiva Huila,Empresas de Transporte Neiva Huila,https://www.datos.gov.co/Transporte/Empresas-de-Transporte-Neiva-Huila/9qpi-xgng,Conjunto de Datos,April 5 2019,0,neiva/transporte/empres,Secretaría de Movilidad,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Transporte,0,17,7
84,Centros de Diagnostico Automotriz Neiva Huila,Centros de Diagnostico Automotriz Neiva Huila,https://www.datos.gov.co/dataset/Centros-de-Diagnostico-Automotriz-Neiva-Huila/i6xi-2vy3,Conjunto de Datos,April 5 2019,0,centros/neiva/movilidad/diagnost,Secretaría de Movilidad,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Este conjunto de datos no se ha categorizado,0,6,7
85,Instituciones Oficiales Neiva Huila,Instituciones Oficiales Neiva Huila,https://www.datos.gov.co/Educación/Instituciones-Oficiales-Neiva-Huila/qp4r-6eki,Conjunto de Datos,April 5 2019,0,educación/public/publica/ne,Secretaría de Educación,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Educación,0,Sin dato recolectado,Sin dato recolectado
86,Instituciones Educación Talento Humano Neiva Huila,Instituciones Educación Talento Humano Neiva Huila,https://www.datos.gov.co/Educación/Instituciones-Educación-Talento-Humano-Neiva-Huila/bk7y-t7yf,Conjunto de Datos,April 5 2019,0,talento/humano/educación/ne,Secretaría de Educación,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Educación,0,Sin dato recolectado,Sin dato recolectado
87,Control de Comparendos Código Nacional de Policía 2017 - 2018,"Comparendos Realizados en el Municipio de Oporapa, debido al incumplimiento de las normas establecidas en el Código Nacional de Policía durante el año 2017 y 2018",https://www.datos.gov.co/Justicia-y-Derecho/Control-de-Comparendos-Código-Nacional-de-Policía-/39d7-nmst,Conjunto de Datos,April 5 2019,0,policia/oporapa/comparendo/inspecc,Inspección de Policía,Alcaldía Municipal de Oporapa,Huila,Oporapa,Territorial,Justicia y del Derecho,Español,Municipal,Anual,Justicia y Derecho,0,244,15
88,Directorio de Instituciones Educativas Neiva Huila,Directorio de Instituciones Educativas Neiva Huila,https://www.datos.gov.co/Educación/Directorio-de-Instituciones-Educativas-Neiva-Huila/jjnt-pes7,Conjunto de Datos,April 5 2019,0,educación/niños/neiva/institucio,Secretaría de Educación,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Educación,0,134,7
89,Beneficiarios de Cupos Escolares 2019 Neiva Huila,Beneficiarios de Cupos Escolares 2019 Neiva Huila,https://www.datos.gov.co/Educación/Beneficiarios-de-Cupos-Escolares-2019-Neiva-Huila/nu5m-hew5,Conjunto de Datos,April 5 2019,0,estudiantes/neiva/cupos/educac,Secretaría de Educación,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Educación,0,"56,5K",14
90,Indicadores Culturales Neiva Huila,Indicadores Culturales Neiva Huila,https://www.datos.gov.co/Cultura/Indicadores-Culturales-Neiva-Huila/r5vn-g97m,Conjunto de Datos,April 5 2019,0,indicadores/cultura/arte/ne,Secretaría de Cultura,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Cultura,0,23,8
91,EJECUCIÓN PPTO GASTOS VIGENCIA AL 31 DE MARZO 2019,EJECUCIÓN PPTO GASTOS VIGENCIA AL 31 DE MARZO 2019 AGENCIA NACIONAL DE INFRAESTRUCTURA,https://www.datos.gov.co/Transporte/EJECUCIÓN-PPTO-GASTOS-VIGENCIA-AL-31-DE-MARZO-2019/bewg-kxgh,Conjunto de Datos,April 5 2019,0,gastos/presupuest,Vicepresidencia Administrativa y Financiera,Agencia Nacional de Infraestructura,Bogotá D.C.,Bogotá D.C.,Nacional,Transporte,Español,Nacional,No aplica,Transporte,0,211,9
92,Afiliación según régimen de aseguramiento SGSS en Bogotá D.C.,"Realizar seguimiento a la dinámica de los trabajadores respecto al aseguramiento en salud en el Distrito, en cuanto a los regímenes contributivo, subsidiado, especiales y de excepción.",https://www.datos.gov.co/dataset/Afiliación-según-régimen-de-aseguramiento-SGSS-en-/eaw8-3n36,Enlace externo,April 5 2019,3,salud,,,,,,,,,,,,,
93,Conceptos sanitarios emitidos y medidas de seguridad aplicadas a establecimientos intervenidos en Bogotá D.C,"El concepto sanitario es el resultado de verificación sanitaria de los establecimientos, en el marco de las visitas de Inspección, Vigilancia y Control.",https://www.datos.gov.co/dataset/Conceptos-sanitarios-emitidos-y-medidas-de-segurid/4jkn-7n7v,Enlace externo,April 5 2019,0,servicios de salud/salud y protección socia,,,,,,,,,,,,,
94,Coberturas de vacunación  con pentavalente en menores de 1 año y Triple Viral en niños de 1 y 5 años.,"Número de menores de un año vacunados con Pentavalente, y Número de niños de 1 año y 5 años vacunados con Triple Viral , residentes en Bogotá D.C. en un periodo determinado",https://www.datos.gov.co/dataset/Coberturas-de-vacunación-con-pentavalente-en-menor/nnuz-ejzq,Enlace externo,April 5 2019,2,salud,,,,,,,,,,,,,
95,Tasa de mortalidad en menores de 5 años en Bogotá D.C.,Mide la frecuencia de las defunciones ocurridas en niños menores de 5 años por cada 1.000 nacidos vivos en un determinado año.,https://www.datos.gov.co/dataset/Tasa-de-mortalidad-en-menores-de-5-años-en-Bogotá-/rscq-d5yy,Enlace externo,April 5 2019,2,servicios de salud/salud y protección social/sal,,,,,,,,,,,,,
96,Tasa de fecundidad  en mujeres de 15 a 19 años de edad en Bogotá D.C.,Mide el número anual de nacimientos en mujeres de 15 a 19 años de edad por cada 1.000 mujeres en ese mismo grupo de edad. Representa el riesgo de la maternidad entre las adolescentes de 15 a 19 años de edad,https://www.datos.gov.co/dataset/Tasa-de-fecundidad-en-mujeres-de-15-a-19-años-de-e/d8gw-dqj8,Enlace externo,April 5 2019,2,salud/salud y protección social/servicios de sal,,,,,,,,,,,,,
97,Títulos entregados por barrios en el año 2017,PREDIOS TITULADOS EN SANTIAGO DE CALI POR BARRIOS EN EL AÑO DE 2017,https://www.datos.gov.co/dataset/Títulos-entregados-por-barrios-en-el-año-2017/9uju-rh8h,Enlace externo,April 5 2019,0,vivienda/barrios/cali/santiago de c,,,,,,,,,,,,,
98,Subsidios de Mejoramiento de vivienda por comuna en el año 2017 en Santiago de Cali,numero de subsidios entregados en la modalidad de Mejoramiento de vivienda en la cidad de Santoiago de cali en el año 2017,https://www.datos.gov.co/dataset/Subsidios-de-Mejoramiento-de-vivienda-por-comuna-e/d7h8-7bev,Enlace externo,April 5 2019,0,vivienda/santiago de cali/subsidi,,,,,,,,,,,,,
99,Clubes deportivos reconocidos en Santiago de Cali,"Clubes deportivos reconocidos en Santiago de Cali , correo electrónico de los clubes deportivos, dirección de entrenamiento , barrio de entrenamiento.",https://www.datos.gov.co/dataset/Clubes-deportivos-reconocidos-en-Santiago-de-Cali/r6g5-bzja,Enlace externo,April 5 2019,3,clubes deportivos reconocidos en cali/clubes deportivos/direccion de entrenamiento de los clubes deportivos/c,,,,,,,,,,,,,
100,Grupos Folcloricos Neiva - Huila,Grupos Folcloricos Neiva - Huila,https://www.datos.gov.co/Cultura/Grupos-Folcloricos-Neiva-Huila/fg6d-mdt2,Conjunto de Datos,April 4 2019,0,neiva/arte/folcl,Secretaría de Cultura,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Cultura,1,144,6
101,Información de Predios del Municipio de Santiago de Cali,"Conjunto de datos que conforman el registro administrativo de predios, sin restricción para su publicación, que caracterizan y describen los atributos de un inmueble, en su componente físico.",https://www.datos.gov.co/Ordenamiento-Territorial/Información-de-Predios-del-Municipio-de-Santiago-d/cbur-cn4m,Conjunto de Datos,April 4 2019,0,,Grupo de Apoyo Administrativo,Alcaldía Municipal de Santiago de Cali,Valle del Cauca,Cali,Territorial,Planeación,Español,Municipal,Anual,Ordenamiento Territorial,25,727K,10
102,Estados Financieros a Diciembre de 2018 de Alcaldía de Santiago de Cali,"Contiene los Saldos Iniciales, Débitos, Créditos y Saldo Final correspondientes a los Estados Financieros del Municipio",https://www.datos.gov.co/Hacienda-y-Crédito-Público/Estados-Financieros-a-Diciembre-de-2018-de-Alcaldí/euqf-hgzd,Conjunto de Datos,April 4 2019,0,,Grupo de Apoyo Administrativo,Alcaldía Municipal de Santiago de Cali,Valle del Cauca,Cali,Territorial,Hacienda y Crédito Público,Español,Municipal,Anual,Hacienda y Crédito Público,0,847,18
103,Directorio de Músicos Neiva Huila,Directorio de Músicos Neiva Huila,https://www.datos.gov.co/Cultura/Directorio-de-Músicos-Neiva-Huila/fzgm-c279,Conjunto de Datos,April 4 2019,0,músico/neiva/ar,Secretaría de Cultura,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Cultura,0,Sin dato recolectado,Sin dato recolectado
104,Directorio Casas de Lectura y Bibliotecas,Directorio Casas de Lectura y Bibliotecas,https://www.datos.gov.co/Cultura/Directorio-Casas-de-Lectura-y-Bibliotecas/92am-ndxb,Conjunto de Datos,April 4 2019,0,lectura/biblioteca,Secretaría de Cultura,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Cultura,1,Sin dato recolectado,Sin dato recolectado
105,Directorio de Artistas Neiva Huila,Directorio de Artistas Neiva Huila,https://www.datos.gov.co/Cultura/Directorio-de-Artistas-Neiva-Huila/hqqb-zi9k,Conjunto de Datos,April 4 2019,0,artistas/cultura/nei,Secretaría de Cultura,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Cultura,0,Sin dato recolectado,Sin dato recolectado
106,Directorio de Artesanos,Directorio de Artesano Neiva Huila,https://www.datos.gov.co/Función-pública/Directorio-de-Artesanos/vecr-5kqm,Conjunto de Datos,April 4 2019,0,artesanos/art,Secretaría de Cultura,Contraloría Municipal de Neiva,Huila,Neiva,Territorial,Cultura,Español,Municipal,Anual,Función Pública,0,273,5
107,Bienes de Interés Cultural Neiva,Bienes de Interés Cultural Neiva,https://www.datos.gov.co/Cultura/Bienes-de-Interés-Cultural-Neiva/fip2-3q6w,Conjunto de Datos,April 4 2019,0,bienes/neiva/cultu,Secretaría de Cultura,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Anual,Cultura,0,Sin dato recolectado,Sin dato recolectado
108,Contratos 2019 Alcaldía de Neiva,Contratos adjudicados en el 2019 Alcaldía de Neiva,https://www.datos.gov.co/Función-pública/Contratos-2019-Alcaldía-de-Neiva/wttt-etfv,Conjunto de Datos,April 4 2019,0,,Oficina de Contratación,Alcaldía Municipal de Neiva,Huila,Neiva,Territorial,Función Pública,Español,Municipal,Trimestral,Función Pública,0,Sin dato recolectado,Sin dato recolectado
